City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
344,mana,5.6592,-53.7767,79.54,80,26,9.53,GF,1706488046
345,rabigh,22.7986,39.0349,69.17,51,100,9.28,SA,1706488343
346,embu,-23.6489,-46.8522,69.12,94,57,4.07,BR,1706488343
347,trevelin,-43.0858,-71.4639,65.68,44,0,7.76,AR,1706488343
348,mount gambier,-37.8333,140.7667,72.84,54,0,7.7,AU,1706488155
349,nanao,37.05,136.9667,40.17,65,17,1.61,JP,1706488343
350,kapuskasing,49.4169,-82.4331,28.49,86,75,5.75,CA,1706488027
351,labuan,5.2767,115.2417,82.76,69,20,7.0,MY,1706488344
352,puerto ayacucho,5.6639,-67.6236,82.42,61,41,3.27,VE,1706488344
353,horsham,51.064,-0.3272,50.9,94,75,2.3,GB,1706488059
354,harper,4.375,-7.7169,79.66,83,3,5.77,LR,1706488344
355,mattoon,39.4831,-88.3728,35.67,93,100,12.66,US,1706488345
356,arteche,12.2645,125.4048,78.19,75,100,17.6,PH,1706488345
357,ogulin,45.2661,15.2286,34.39,72,65,1.66,HR,1706488345
358,taksimo,56.3444,114.8794,-25.13,98,100,0.38,RU,1706488345
359,baturaja,-4.1333,104.1667,77.77,89,86,4.14,ID,1706488345
360,greymouth,-42.4667,171.2,69.71,56,0,10.96,NZ,1706488346
361,nevel'sk,46.6733,141.8633,25.39,83,100,8.7,RU,1706488346
362,nikolayevsk-on-amure,53.1406,140.73,5.97,87,95,2.01,RU,1706488346
363,borovskoy,53.8,64.15,-6.66,100,59,4.76,KZ,1706488346
